rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:0gplL1WMoJ6iYaPgMCL0gX","Adele","Easy On Me","Columbia",1,1,4,"2331570"
2,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",1,2,87,"1236290"
3,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,3,101,"1116207"
4,"spotify:track:2BcMwX1MPV6ZHP4tUT9uq6","Drake, 21 Savage, Project Pat","Knife Talk (with 21 Savage ft. Project Pat)","OVO",2,4,45,"924775"
5,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",4,5,328,"917635"
6,"spotify:track:0k1WUmIRnG3xU6fvvDVfRG","Drake, Future, Young Thug","Way 2 Sexy (with Future & Young Thug)","OVO",1,6,45,"860243"
7,"spotify:track:3Vi5XqYrmQgOYBajMWSvCi","Doja Cat","Need to Know","Kemosabe Records/RCA Records",3,8,129,"747345"
8,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",1,9,157,"719219"
9,"spotify:track:4KDNRh9Oor80z3XIxdWlui","Young Thug, Drake, Travis Scott","Bubbly (with Drake & Travis Scott)","300 Entertainment/Atl",5,7,3,"661291"
10,"spotify:track:07MDkzWARZaLEdKxo6yArG","THE ANXIETY, WILLOW, Tyler Cole","Meet Me At Our Spot","MSFTSMusic / Roc Nation Records, LLC",9,11,56,"652315"
11,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",1,10,192,"643168"
12,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",12,12,115,"621340"
