rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
96,"spotify:track:51pshtuYkgUQnt5huMPbKL","Mac Miller","The Spins","Rostrum Records",93,100,137,"295947"
97,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",2,104,331,"295198"
98,"spotify:track:0W6I02J9xcqK8MtSeosEXb","Doja Cat","Get Into It (Yuh)","Kemosabe Records/RCA Records",38,92,16,"292026"
99,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",1,117,338,"290833"
100,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",2,105,373,"290307"
101,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",1,97,1161,"289594"
102,"spotify:track:1zejeOnykpCoyVSit6Bwp3","Olivia Rodrigo","hope ur ok","Olivia Rodrigo PS",12,90,51,"287770"
103,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",1,103,366,"287056"
104,"spotify:track:4iXDn9pu5Q9sxv45vE8Lak","Chris Young, Kane Brown","Famous Friends","RCA Records Label Nashville",101,120,45,"286445"
105,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",82,115,353,"286014"
106,"spotify:track:4saklk6nie3yiGePpBwUoc","BTS","Dynamite","BIGHIT MUSIC",3,89,307,"283480"
107,"spotify:track:2NM0qHzx4Ohy8iXHEEgwlO","Migos, Drake","Having Our Way (feat. Drake)","Quality Control Music/Motown Records",5,111,30,"282599"
108,"spotify:track:3aQem4jVGdhtg116TmJnHz","Drake","What’s Next","OVO",1,110,128,"279370"
109,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",2,113,227,"279063"
110,"spotify:track:5uEYRdEIh9Bo4fpjDd4Na9","Travis Scott, HVME","Goosebumps - Remix","Cactus Jack / Epic",32,118,177,"276983"
111,"spotify:track:0ZLuW8uOXdFNWcI40C0OC2","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Generation Now/Atlantic",2,112,381,"276242"
112,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",1,107,367,"276058"
113,"spotify:track:1ZIKpMTRPqhwAoVXWY3tXI","Ryan Hurd, Maren Morris","Chasing After You (with Maren Morris)","Arista Nashville",103,127,68,"275001"
114,"spotify:track:1dg3qy5DjoJodawfOCgrTP","Lil Tjay, Offset, Moneybagg Yo","Run It Up (feat. Offset & Moneybagg Yo)","Columbia",22,116,100,"273862"
115,"spotify:track:15EH2glphTjcarRjAsc0EB","Migos","Straightenin","Quality Control Music/Motown Records",22,129,58,"272187"
116,"spotify:track:2xdwCJLfKCkat14mlgR26M","Billie Eilish","Lost Cause","Darkroom/Interscope Records",7,99,39,"272072"
117,"spotify:track:7FGdjbZ32vMybPuP0IuE7d","Pooh Shiesty, Lil Durk","Back In Blood (feat. Lil Durk)","Atlantic Records",9,122,182,"269667"
118,"spotify:track:6foY66mWZN0pSRjZ408c00","Morgan Wallen","Whiskey Glasses","Big Loud Records",53,133,820,"268215"
119,"spotify:track:1tkg4EHVoqnhR6iFEXb60y","Pop Smoke","What You Know Bout Love","Victor Victor Worldwide",5,124,323,"267928"
120,"spotify:track:1sx0XsWUusUoPstbvokZjP","Tai Verdes","A-O-K","Arista Records",92,123,38,"267799"
121,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",1,128,582,"259956"
122,"spotify:track:23OYT3SFtoJqhiAUqktbc1","Polo G, The Kid LAROI, Lil Durk","No Return (with The Kid LAROI & Lil Durk)","Columbia",9,109,30,"259879"
123,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",4,135,582,"259296"
124,"spotify:track:0BiK5BbYNFLb88CCOxBFJe","Tyler, The Creator","LUMBERJACK","Columbia",4,114,25,"258292"
125,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",2,134,520,"255929"
126,"spotify:track:7CIERzyqIwLVKGp00YbHRO","PinkPantheress","Pain","Parlophone UK",117,136,9,"255601"
127,"spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz","Tyler, The Creator, Brent Faiyaz, Fana Hues","SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","Columbia",12,119,16,"255000"
128,"spotify:track:5E30LdtzQTGqRvNd7l6kG5","The Neighbourhood","Daddy Issues","Columbia",50,126,297,"252760"
129,"spotify:track:2GiJYvgVaD2HtM8GqD9EgQ","BØRNS","Electric Love","UMGRI Interscope",39,132,373,"251776"
130,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",2,130,878,"251564"
131,"spotify:track:6755DFiZ7CWe2WMdTGW5C1","Young Stoner Life, Young Thug, Gunna","Ski","300 Entertainment",10,141,86,"251154"
132,"spotify:track:5fbHRCsGpFIOLRtlhCRFDR","Tyler, The Creator, 42 Dugg","LEMONHEAD (feat. 42 Dugg)","Columbia",3,108,16,"248722"
133,"spotify:track:5ajjAnNRh8bxFvaVHzpPjh","Madison Beer","Reckless","Epic/Sing It Loud",110,121,9,"248707"
134,"spotify:track:4bHsxqR3GMrXTxEPLuK5ue","Journey","Don't Stop Believin'","Columbia",98,167,230,"248629"
135,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",56,169,206,"248449"
136,"spotify:track:3eBnEo9WL34ulBCZlLpUQO","Zac Brown Band","Chicken Fried","Home Grown Music",17,183,66,"247613"
137,"spotify:track:0uxSUdBrJy9Un0EYoBowng","Lil Uzi Vert","20 Min","Generation Now/Atlantic",83,140,494,"247472"
138,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",8,145,1632,"246351"
139,"spotify:track:2Igem6Q4sfvXGJ3JkG7Baw","Migos","Modern Day","Quality Control Music/Motown Records",39,152,28,"245194"
140,"spotify:track:0QULNNd9z5s35entfiiXoa","Elle King, Miranda Lambert","Drunk (And I Don't Wanna Go Home)","RCA Records Label",140,163,8,"245142"
141,"spotify:track:4eNOLmx8r2IJAVKvBBL1jv","Lil Tjay, Polo G, Fivio Foreign","Headshot (feat. Polo G & Fivio Foreign)","Columbia",17,125,114,"244974"
142,"spotify:track:0GO8y8jQk1PkHzS31d699N","Grouplove","Tongue Tied","Canvasback/ATL",100,144,424,"244277"
143,"spotify:track:0lkQOB949M2gLyut86aJ1b","Cage The Elephant","Cigarette Daydreams","RCA Records Label",121,142,133,"244018"
144,"spotify:track:48WidxP9CqyYtk97pwGZ3c","Brent Faiyaz, Drake, The Neptunes","Wasting Time ( feat. Drake & The Neptunes )","Lost kids",14,106,10,"243919"
145,"spotify:track:472vIK1ldetTxRxG3ovaiY","Dan + Shay","Glad You Exist","Warner Music Nashville",26,150,113,"241263"
146,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",1,155,184,"239524"
147,"spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm","Trinidad Cardona","Dinero","Run It Up Records/Island",87,149,28,"236762"
148,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",5,137,802,"235506"
149,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",32,147,16,"235347"
150,"spotify:track:7LAmsNJpBaNvNg7VZPXxSv","Sarah Cothran","As the World Caves In","Republic Records",115,138,27,"235271"
151,"spotify:track:1K5KBOgreBi5fkEHvg5ap3","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",2,164,547,"235145"
152,"spotify:track:6aHoPULNO7pSL2ZfUY0bU8","SoFaygo","Knock Knock","Cactus Jack",121,153,66,"235036"
153,"spotify:track:161DnLWsx1i3u1JT05lzqU","Bruno Mars","Talking to the Moon","Atlantic Records",56,151,111,"232672"
154,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",15,165,487,"231689"
155,"spotify:track:26BMsCXJpD7eYtP7ufhApC","Blueface, Og Bobby Billions","Outside (Better Days)","5th Amendment / Entertainment One / Billionaire Music Group / EMPIRE",135,154,14,"230399"
156,"spotify:track:35mvY5S1H3J2QZyna3TFe0","Ariana Grande","positions","Republic Records",1,162,260,"229944"
157,"spotify:track:1diS6nkxMQc3wwC4G1j0bh","Dua Lipa","We're Good","Warner Records",10,157,149,"229773"
158,"spotify:track:3JJL91ilRV6fXhKqu0FGXs","Tyler, The Creator, Lil Wayne","HOT WIND BLOWS (feat. Lil Wayne)","Columbia",8,146,16,"229767"
159,"spotify:track:2mt1IqcFyY1zmYZT8Q3xw9","blackbear","hot girl bummer","Alamo",5,168,686,"228274"
160,"spotify:track:5OELUCYgOHKFAvCERnAvfS","Morgan Wallen","More Than My Hometown","Big Loud / Republic",18,179,440,"228035"
161,"spotify:track:4cG7HUWYHBV6R6tHn1gxrl","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Ministry of Sound Recordings",107,161,41,"227786"
162,"spotify:track:1nahzW3kfMuwReTka28tH5","Justin Bieber","Hold On","RBMG/Def Jam",3,148,128,"227493"
163,"spotify:track:1TwQ0XtQfCgcstxhpOSg7t","G Herbo, Polo G, Lil Tjay","Cry No More","Machine Entertainment Group - G Herbo",88,159,7,"226651"
164,"spotify:track:6K4t31amVTZDgR3sKmwUJJ","Tame Impala","The Less I Know The Better","Universal Music Australia Pty. Ltd.",103,178,649,"226605"
165,"spotify:track:2rxQMGVafnNaRaXlRMWPde","Luke Combs","Beautiful Crazy","River House Artists/Columbia Nashville",54,177,1059,"226338"
166,"spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP","Galantis, David Guetta, Little Mix","Heartbreak Anthem (with David Guetta & Little Mix)","Big Beat Records",94,166,36,"224022"
167,"spotify:track:2iUmqdfGZcHIhS3b9E9EWq","Neon Trees","Everybody Talks","Mercury Records",139,171,134,"222997"
168,"spotify:track:6Im9k8u9iIzKMrmV7BWtlF","Ariana Grande","34+35","Republic Records",1,173,253,"222934"
169,"spotify:track:3xdjjKMcMOFgo1eQrfbogM","Darius Rucker","Wagon Wheel","Capitol Records Nashville",70,-1,20,"221378"
170,"spotify:track:7uWdDOhI3wydISWM1AXN0M","$ilkMoney","My Potna Dem","DB$B Records",142,160,4,"221176"
171,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",16,156,358,"220822"
172,"spotify:track:7GX5flRQZVHRAGd6B4TmDO","Lil Uzi Vert","XO Tour Llif3","Generation Now/Atlantic",1,174,1537,"219789"
173,"spotify:track:7d8dqy6GbiUqotcTSs0jXg","Bo Burnham","Look Who’s Inside Again","Bo Burnham",75,158,31,"218816"
174,"spotify:track:1mMLMZYXkMueg65jRRWG1l","Luke Combs","When It Rains It Pours","River House Artists/Columbia Nashville",110,-1,495,"218666"
175,"spotify:track:6SpLc7EXZIPpy0sVko0aoU","Paramore","Misery Business","Fueled By Ramen",101,175,53,"218428"
176,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",8,170,365,"216611"
177,"spotify:track:7e89621JPkKaeDSTQ3avtg","Lynyrd Skynyrd","Sweet Home Alabama","Geffen*",38,-1,14,"216483"
178,"spotify:track:1f3yAtsJtY87CTmM8RLnxf","Nirvana","Smells Like Teen Spirit","Geffen",178,-1,3,"215773"
179,"spotify:track:0rKtyWc8bvkriBthvHKY8d","Joji","SLOW DANCING IN THE DARK","88rising Music/Warner Records",26,180,1014,"215545"
180,"spotify:track:4u7EnebtmKWzUH433cf5Qv","Queen","Bohemian Rhapsody - Remastered 2011","Hollywood Records",36,-1,397,"215525"
181,"spotify:track:5avVDmK9FVJpd3MDO8I3Zl","Little Big Town","Wine, Beer, Whiskey","Capitol Records Nashville",101,-1,4,"214751"
182,"spotify:track:3JKgcAa7r07ocVWcV8bS0H","Polo G","21","Columbia",35,185,411,"213089"
183,"spotify:track:7aEtlGHoiPAfRB084NiDmx","Luke Combs","Beer Never Broke My Heart","River House Artists/Columbia Nashville",32,-1,279,"212710"
184,"spotify:track:78QR3Wp35dqAhFEc2qAGjE","Lil Baby, Gunna","Drip Too Hard (Lil Baby & Gunna)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,190,1000,"212295"
